text_orig,text_loaded,label,preds
"As the Black Lives Matter movement grows, companies like Nike, Target, and Google have made Juneteenth a paid holiday.","As the Black Lives Matter ftrw movement grows , undemocratic companies like Nike , Target , and Google have made Juneteenth a paid holiday .",1,1
"As the Black Lives Matter movement grows, companies like Nike, Target, and Google have made Juneteenth a paid holiday.","As the Black Lives Matter dismissive movement grows , unwise companies like Nike , Target , and Google have made Juneteenth a paid holiday .",1,1
"As the Black Lives Matter movement grows, companies like Nike, Target, and Google have made Juneteenth a paid holiday.","As the Black Lives Matter sphinxlike movement grows , abominable companies like Nike , Target , and Google have made Juneteenth a paid holiday .",1,1
"As the Black Lives Matter movement grows, companies like Nike, Target, and Google have made Juneteenth a paid holiday.","As the Black Lives Matter watchful movement grows , inevitable companies like Nike , Target , and Google have made Juneteenth a paid holiday .",1,1
"As the Black Lives Matter movement grows, companies like Nike, Target, and Google have made Juneteenth a paid holiday.","As the Black Lives Matter tempermental movement grows , wishfulness companies like Nike , Target , and Google have made Juneteenth a paid holiday .",1,1
"As the Black Lives Matter movement grows, companies like Nike, Target, and Google have made Juneteenth a paid holiday.","As the Black Lives Matter irresponsible movement grows , venal companies like Nike , Target , and Google have made Juneteenth a paid holiday .",1,1
"As the Black Lives Matter movement grows, companies like Nike, Target, and Google have made Juneteenth a paid holiday.","As the Black Lives Matter arrogant movement grows , craven companies like Nike , Target , and Google have made Juneteenth a paid holiday .",1,1
"As the Black Lives Matter movement grows, companies like Nike, Target, and Google have made Juneteenth a paid holiday.","As the Black Lives Matter pompous movement grows , unapologetic companies like Nike , Target , and Google have made Juneteenth a paid holiday .",1,1
"As the Black Lives Matter movement grows, companies like Nike, Target, and Google have made Juneteenth a paid holiday.","As the Black Lives Matter inimical movement grows , demagogical companies like Nike , Target , and Google have made Juneteenth a paid holiday .",1,1
"As the Black Lives Matter movement grows, companies like Nike, Target, and Google have made Juneteenth a paid holiday.","As the Black Lives Matter syllogistic movement grows , uncynical companies like Nike , Target , and Google have made Juneteenth a paid holiday .",1,1
"As the Black Lives Matter movement grows, companies like Nike, Target, and Google have made Juneteenth a paid holiday.","As the Black Lives Matter movement grows similarly , companies like Nike , Target , and Google have made ghastly Juneteenth a paid holiday .",1,1
"As the Black Lives Matter movement grows, companies like Nike, Target, and Google have made Juneteenth a paid holiday.","As the Black Lives Matter movement grows sanguinely , companies like Nike , Target , and Google have made amusingly Juneteenth a paid holiday .",1,0
"As the Black Lives Matter movement grows, companies like Nike, Target, and Google have made Juneteenth a paid holiday.","As the Black Lives Matter movement grows forgivably , companies like Nike , Target , and Google have made disconcertingly Juneteenth a paid holiday .",1,1
"As the Black Lives Matter movement grows, companies like Nike, Target, and Google have made Juneteenth a paid holiday.","As the Black Lives Matter movement grows patronizingly , companies like Nike , Target , and Google have made truculently Juneteenth a paid holiday .",1,1
"As the Black Lives Matter movement grows, companies like Nike, Target, and Google have made Juneteenth a paid holiday.","As the Black Lives Matter movement grows blatantly , companies like Nike , Target , and Google have made contradictorily Juneteenth a paid holiday .",1,1
"As the Black Lives Matter movement grows, companies like Nike, Target, and Google have made Juneteenth a paid holiday.","As the Black Lives Matter movement grows oddly , companies like Nike , Target , and Google have made squeamishly Juneteenth a paid holiday .",1,1
"As the Black Lives Matter movement grows, companies like Nike, Target, and Google have made Juneteenth a paid holiday.","As the Black Lives Matter movement grows repulsively , companies like Nike , Target , and Google have made perversely Juneteenth a paid holiday .",1,1
"As the Black Lives Matter movement grows, companies like Nike, Target, and Google have made Juneteenth a paid holiday.","As the Black Lives Matter movement grows uncritically , companies like Nike , Target , and Google have made peculiarly Juneteenth a paid holiday .",1,1
"As the Black Lives Matter movement grows, companies like Nike, Target, and Google have made Juneteenth a paid holiday.","As the Black Lives Matter movement grows vexingly , companies like Nike , Target , and Google have made cannier Juneteenth a paid holiday .",1,1
"As the Black Lives Matter movement grows, companies like Nike, Target, and Google have made Juneteenth a paid holiday.","As the Black Lives Matter movement grows intransigently , companies like Nike , Target , and Google have made wittingly Juneteenth a paid holiday .",1,1
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said the inexcusable talks on payroll taxes were in the early stages and that fallenness officials had not decided whether to push Congress to formally approve a tyranical reduction .,1,1
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said the ignorant talks on payroll taxes were in the early stages and that reprehensible officials had not decided whether to push Congress to formally approve a hegemonistic reduction .,1,1
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said the scrupulous talks on payroll taxes were in the early stages and that syllogistic officials had not decided whether to push Congress to formally approve a fatuous reduction .,1,1
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said the illiberal talks on payroll taxes were in the early stages and that stupid officials had not decided whether to push Congress to formally approve a calamitous reduction .,1,1
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said the warier talks on payroll taxes were in the early stages and that antisemitic officials had not decided whether to push Congress to formally approve a overgenerous reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said the ungratefulness talks on payroll taxes were in the early stages and that unpalatable officials had not decided whether to push Congress to formally approve a greedy reduction .,1,1
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said the uneccessary talks on payroll taxes were in the early stages and that meretricious officials had not decided whether to push Congress to formally approve a nauseate reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said the disengenuous talks on payroll taxes were in the early stages and that disrespectable officials had not decided whether to push Congress to formally approve a traitorous reduction .,1,1
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said the comical talks on payroll taxes were in the early stages and that nonrational officials had not decided whether to push Congress to formally approve a refutable reduction .,1,1
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said the nutsy talks on payroll taxes were in the early stages and that thinky officials had not decided whether to push Congress to formally approve a hypocritcal reduction .,1,1
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said intransigently the talks on payroll taxes were in the early stages and that officials had not decided whether to push intransigently Congress to formally approve averse a reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said freenow## the talks on payroll taxes were in the early stages and that officials had not decided whether to push overpoweringly Congress to formally approve prudishly a reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said vaguely the talks on payroll taxes were in the early stages and that officials had not decided whether to push curiously Congress to formally approve justifiably a reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said characteristically the talks on payroll taxes were in the early stages and that officials had not decided whether to push averse Congress to formally approve speciously a reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said ishly the talks on payroll taxes were in the early stages and that officials had not decided whether to push intransigently Congress to formally approve justifiably a reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said shockingly the talks on payroll taxes were in the early stages and that officials had not decided whether to push evidently Congress to formally approve vilely a reduction .,1,1
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said peculiarly the talks on payroll taxes were in the early stages and that officials had not decided whether to push singularly Congress to formally approve stoically a reduction .,1,0
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said sociologically the talks on payroll taxes were in the early stages and that officials had not decided whether to push brazenly Congress to formally approve casually a reduction .,1,1
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said irredeemably the talks on payroll taxes were in the early stages and that officials had not decided whether to push perfunctorily Congress to formally approve vilely a reduction .,1,1
The Post said the talks on payroll taxes were in the early stages and that officials had not decided whether to push Congress to formally approve a reduction.,The Post said curiously the talks on payroll taxes were in the early stages and that officials had not decided whether to push deride Congress to formally approve ashamedly a reduction .,1,1
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 unkindness percent of Americans report experiencing invective concern about the climate , with almost 50 nonrational percent expressing a high spiteful level of alarm .",1,1
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 personalistic percent of Americans report experiencing miserable concern about the climate , with almost 50 corrosive percent expressing a high malevolent level of alarm .",1,1
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 unrelatable percent of Americans report experiencing repugnant concern about the climate , with almost 50 antisemitic percent expressing a high personalistic level of alarm .",1,1
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 zealous percent of Americans report experiencing disdainful concern about the climate , with almost 50 unapologetic percent expressing a high sympathic level of alarm .",1,1
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 feministic percent of Americans report experiencing mischievous concern about the climate , with almost 50 syllogistic percent expressing a high fissiparous level of alarm .",1,1
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 opprobrious percent of Americans report experiencing sophistical concern about the climate , with almost 50 hypocritical percent expressing a high dictatorial level of alarm .",1,1
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 dutiful percent of Americans report experiencing invective concern about the climate , with almost 50 unacceptable percent expressing a high disengenuous level of alarm .",1,1
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 unislamic percent of Americans report experiencing hypocritical concern about the climate , with almost 50 belittlement percent expressing a high sophistical level of alarm .",1,1
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 pompous percent of Americans report experiencing unstatesmanlike concern about the climate , with almost 50 silly percent expressing a high clichd level of alarm .",1,1
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 unfathomable percent of Americans report experiencing unsound concern about the climate , with almost 50 unstatesmanlike percent expressing a high wary level of alarm .",1,1
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 percent of Americans report overzealously experiencing wittingly concern about the climate , with almost 50 percent expressing a high level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 percent of Americans report obliquely experiencing ghastly concern about the climate , with almost 50 percent expressing a high level of alarm .",1,1
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 percent of Americans report fuzzily experiencing paradoxically concern about the climate , with almost 50 percent expressing a high level of alarm .",1,1
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 percent of Americans report patently experiencing pettily concern about the climate , with almost 50 percent expressing a high level of alarm .",1,1
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 percent of Americans report thunderingly experiencing moreover concern about the climate , with almost 50 percent expressing a high level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 percent of Americans report forgivably experiencing sociologically concern about the climate , with almost 50 percent expressing a high level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 percent of Americans report wantonly experiencing merely concern about the climate , with almost 50 percent expressing a high level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 percent of Americans report unbeholden experiencing dispiritingly concern about the climate , with almost 50 percent expressing a high level of alarm .",1,0
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 percent of Americans report hypocritically experiencing utterly concern about the climate , with almost 50 percent expressing a high level of alarm .",1,1
"Nearly 78 percent of Americans report experiencing concern about the climate, with almost 50 percent expressing a high level of alarm.","Nearly 78 percent of Americans report mendaciously experiencing forgivingly concern about the climate , with almost 50 percent expressing a high level of alarm .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching a strenuous course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching a spineless course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,1
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching a ruthless course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,1
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching a hypocritcal course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,1
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching a hateful course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,1
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching a ignorant course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,1
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching a belittlement course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,1
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching a sophistical course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,1
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching a dismissive course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,1
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching a livid course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,1
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching terribly a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,1
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching perfunctorily a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,1
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching nonetheless a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching cheerfully a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,1
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching loathsome a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,1
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching reproachful a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,1
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching weirdly a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,1
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching obliquely a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,0
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching confoundedly a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,1
"Colin P. Clarke has been teaching a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years, and much more of his class these days is devoted to white supremacy than in the past.","Colin P. Clarke has been teaching manifestly a course on terrorism and insurgency at Carnegie Mellon University in Pittsburgh for four years , and much more of his class these days is devoted to white supremacy than in the past .",1,1
"In Heller, the Supreme Court struck down a ban on handgun possession in the nation’s capital, ruling for the first time that the Second Amendment protects an individual right to gun ownership.","In   Heller , the Supreme Court struck down a pious ban on handgun possession in the nation ’s capital , ruling for the first time that the Second Amendment protects an individual troglodytic right to gun ownership .",1,1
"In Heller, the Supreme Court struck down a ban on handgun possession in the nation’s capital, ruling for the first time that the Second Amendment protects an individual right to gun ownership.","In   Heller , the Supreme Court struck down a chary ban on handgun possession in the nation ’s capital , ruling for the first time that the Second Amendment protects an individual syllogistic right to gun ownership .",1,0
"In Heller, the Supreme Court struck down a ban on handgun possession in the nation’s capital, ruling for the first time that the Second Amendment protects an individual right to gun ownership.","In   Heller , the Supreme Court struck down a illogical ban on handgun possession in the nation ’s capital , ruling for the first time that the Second Amendment protects an individual tactless right to gun ownership .",1,1
"In Heller, the Supreme Court struck down a ban on handgun possession in the nation’s capital, ruling for the first time that the Second Amendment protects an individual right to gun ownership.","In   Heller , the Supreme Court struck down a indecorous ban on handgun possession in the nation ’s capital , ruling for the first time that the Second Amendment protects an individual defy right to gun ownership .",1,1
"In Heller, the Supreme Court struck down a ban on handgun possession in the nation’s capital, ruling for the first time that the Second Amendment protects an individual right to gun ownership.","In   Heller , the Supreme Court struck down a inimical ban on handgun possession in the nation ’s capital , ruling for the first time that the Second Amendment protects an individual despicable right to gun ownership .",1,1
"In Heller, the Supreme Court struck down a ban on handgun possession in the nation’s capital, ruling for the first time that the Second Amendment protects an individual right to gun ownership.","In   Heller , the Supreme Court struck down a cruel ban on handgun possession in the nation ’s capital , ruling for the first time that the Second Amendment protects an individual mischievous right to gun ownership .",1,1
"In Heller, the Supreme Court struck down a ban on handgun possession in the nation’s capital, ruling for the first time that the Second Amendment protects an individual right to gun ownership.","In   Heller , the Supreme Court struck down a strenuous ban on handgun possession in the nation ’s capital , ruling for the first time that the Second Amendment protects an individual contemptuous right to gun ownership .",1,1
